Government Transfers,,
"for the Fiscal Year Ended March 31, 2019",,
"(Details of payees receiving $25,000 or more)",,
,,
NAME,MINISTRY,AMOUNT
"ANSARI, SHAZIA",Children and Family Development,"47,366"
ANSPAYAXW SCHOOL SOCIETY,Children and Family Development,"3,392"
ANSPAYAXW SCHOOL SOCIETY,Education,"225,633"
"ANTHONY, BRENDA LEE",Children and Family Development,"68,401"
"ANTHONY, JOHN GERALD",Children and Family Development,"42,689"
"ANTONIO, TANNIS",Children and Family Development,"111,676"
"ANVARI, PARVIZ & IGHANI, MEHRANGIZ",Children and Family Development,"117,708"
ANVIL PRESS PUBLISHERS INC.,"Tourism, Arts and Culture","41,877"
ANXIETY CANADA ASSOCIATION – ASSOCIATION ANXIETE CANADA,Children and Family Development,"85,258"
ANXIETY CANADA ASSOCIATION – ASSOCIATION ANXIETE CANADA,Mental Health and Addictions,"155,000"
"APOSTOLOPOULOS, ALEXANDRA",Children and Family Development,"372,232"
APPLE BLOSSOM CHILDCARE CENTER LTD.,Children and Family Development,"72,144"
APPLETREE ENTERPRISES VERNON LTD.,Children and Family Development,"60,768"
APPLIED SCIENCE TECHNOLOGISTS & TECHNICIANS OF B C,"Advanced Education, Skills and Training","169,176"
APPLIED SCIENCE TECHNOLOGISTS & TECHNICIANS OF B C,Social Development and Poverty Reduction,"99,963"
ARBOR MEMORIAL INC.,Children and Family Development,"11,235"
ARBOR MEMORIAL INC.,Social Development and Poverty Reduction,"898,115"
ARBUTUS KIDS WORLD SOCIETY,Attorney General,"23,500"
ARBUTUS KIDS WORLD SOCIETY,Children and Family Development,"37,948"
ARBUTUS MONTESSORI SCHOOL LTD.,Children and Family Development,"28,334"
ARC ACADEMY FOUNDATION,Education,"69,146"
ARC FOUNDATION,Education,"257,500"
ARC PROGRAMS LTD.,Children and Family Development,"6,827,016"
"ARCHAMBAULT, LENORE",Children and Family Development,"37,966"
"ARCHAMBAULT, TONI DAWN LEE",Children and Family Development,"107,469"
"ARCHIBALD, MAEGAN & ARCHIBALD, MATTHEW",Children and Family Development,"54,810"
ARCHWAY SOCIETY FOR DOMESTIC PEACE,Attorney General,"38,300"
ARCHWAY SOCIETY FOR DOMESTIC PEACE,Children and Family Development,"195,373"
ARCHWAY SOCIETY FOR DOMESTIC PEACE,Public Safety and Solicitor General,"434,991"
ARCUS COMMUNITY RESOURCES LTD.,Children and Family Development,"4,090,020"
ARDEN MONTESSORI CHILDCARE LTD.,Children and Family Development,"368,568"
ARGYLE SECONDARY SCHOOL PARENT ADVISORY COUNCIL,Attorney General,"29,304"
ARGYLL LODGE,Social Development and Poverty Reduction,"180,758"
ARION THERAPEUTIC FARM COMMUNITY CONTRIBUTION COMPANY LTD.,Children and Family Development,"81,950"
ARMSTRONG REGIONAL COOPERATIVE,Children and Family Development,"37,418"
"ARMSTRONG, BLAIR",Children and Family Development,"114,961"
"ARMSTRONG, EVELYNE V",Children and Family Development,"103,573"
"ARMSTRONG, ROXANNE",Children and Family Development,"26,108"
ARROW AND SLOCAN LAKES COMMUNITY SERVICES,Children and Family Development,"73,173"
ARROW AND SLOCAN LAKES COMMUNITY SERVICES,Public Safety and Solicitor General,"226,090"
ARROW AND SLOCAN LAKES COMMUNITY SERVICES,Social Development and Poverty Reduction,"862,902"
ARROWHEAD CENTRE SOCIETY,Attorney General,"56,900"
ARROWSMITH AGRICULTURAL ASSOCIATION,Attorney General,"42,000"
ARROWSMITH INDEPENDENT SCHOOL SOCIETY,Attorney General,696
ARROWSMITH INDEPENDENT SCHOOL SOCIETY,Children and Family Development,"6,378"
ARROWSMITH INDEPENDENT SCHOOL SOCIETY,Education,"157,410"
ARROWSMITH LODGE,Social Development and Poverty Reduction,"27,956"
ARROWSMITH SEARCH AND RESCUE SOCIETY,Attorney General,"96,000"
"ARROYAL, MA NORA & ARROYAL, GREG",Children and Family Development,"25,793"
ARSENAL PULP PRESS LTD.,"Tourism, Arts and Culture","56,184"
"ARSENEAULT, NIKKI LEE ALEXANDER & ARSENEAULT, RHEAL ROGER",Children and Family Development,"30,440"
ART GALLERY OF GREATER VICTORIA,"Advanced Education, Skills and Training","1,734"
ART GALLERY OF GREATER VICTORIA,Attorney General,"100,000"
ART GALLERY OF GREATER VICTORIA,"Tourism, Arts and Culture","6,349,000"
ARTEMIS PLACE SOCIETY,"Advanced Education, Skills and Training",720
ARTEMIS PLACE SOCIETY,Children and Family Development,"240,407"
ARTEMIS PLACE SOCIETY,Education,"849,080"
ARTHRITIS RESEARCH CENTRE OF CANADA,Children and Family Development,250
ARTHRITIS RESEARCH CENTRE OF CANADA,Health,"2,000,000"
ARTS COUNCIL FOR THE SOUTH SHUSWAP SOCIETY,Attorney General,"14,000"
ARTS COUNCIL FOR THE SOUTH SHUSWAP SOCIETY,"Tourism, Arts and Culture","14,000"
ARTS COUNCIL OF NEW WESTMINSTER,Attorney General,"30,450"
ARTS COUNCIL OF NEW WESTMINSTER,"Tourism, Arts and Culture","32,309"
ARTS COUNCIL OF SURREY,Attorney General,"20,000"
ARTS COUNCIL OF SURREY,"Tourism, Arts and Culture","37,500"
ARTS COUNCIL OF THE CENTRAL OKANAGAN,Attorney General,"27,600"
ARTS COUNCIL OF THE CENTRAL OKANAGAN,"Tourism, Arts and Culture","31,242"
ARTS COUNCIL OF THE NORTH OKANAGAN,Attorney General,"111,000"
ARTS COUNCIL OF THE NORTH OKANAGAN,"Tourism, Arts and Culture","22,147"
ARTS UMBRELLA ASSOCIATION,Attorney General,"225,000"
ARTS UMBRELLA ASSOCIATION,Children and Family Development,240
ARTS UMBRELLA ASSOCIATION,"Tourism, Arts and Culture","41,000"
ARTSCALIBRE FOUNDATION,Children and Family Development,"4,889"
ARTSCALIBRE FOUNDATION,Education,"487,543"
ARVAND INVESTMENT CORPORATION,Social Development and Poverty Reduction,"147,750"
ARYZTA LIMITED,"Advanced Education, Skills and Training","222,000"
ASD WONDER CENTRE INC.,Children and Family Development,"1,237,905"
"ASGARKHANI, AREZOO",Children and Family Development,"26,009"
ASHCROFT FIRST NATIONS COUNCIL,"Forests, Lands, Natural Resource Operations and Rural Development","100,000"
ASHCROFT INDIAN BAND,"Forests, Lands, Natural Resource Operations and Rural Development","497,348"
ASHCROFT INDIAN BAND,Indigenous Relations and Reconciliation,"18,986"
ASHCROFT INDIAN BAND,Municipal Affairs and Housing,"30,270"
ASHCROFT INDIAN BAND,Public Safety and Solicitor General,"223,033"
"ASHLEE, JENNIFER",Children and Family Development,"29,451"
ASIAN–CANADIAN SPECIAL EVENTS ASSOCIATION,Attorney General,"71,000"
ASINIATIK CULTURAL SERVICES,Public Safety and Solicitor General,"76,775"
ASK WELLNESS SOCIETY,Attorney General,"50,000"
ASK WELLNESS SOCIETY,Social Development and Poverty Reduction,"25,667"
"ASP, KATHRYN MARIE",Children and Family Development,"63,242"
ASPECT ASSOCIATION OF SERVICE PROVIDERS FOR EMPLOYABILITY AND CAREER TRAINING,"Advanced Education, Skills and Training","79,942"
ASPIRAL YOUTH PARTNERS ASSOCIATION,Children and Family Development,"277,986"
ASPIRATIONAL EDUCATION & CONSULTANCY LTD.,Children and Family Development,"73,706"
ASPIRE! OCCUPATIONAL THERAPY SERVICE LTD.,Children and Family Development,"85,720"
ASSEMBLY OF BRITISH COLUMBIA ARTS COUNCILS,"Tourism, Arts and Culture","68,400"
ASSMAN'S FUNERAL CHAPEL,Social Development and Poverty Reduction,"78,242"
ASSOCIATION DE PARENTS–ECOLE ANNE HEBERT,Children and Family Development,"155,004"
ASSOCIATION DES PARENTS DE L'ECOLE AU COEUR–DE–L'ILE (2011),Children and Family Development,"47,679"
ASSOCIATION FOR MINERAL EXPLORATION BRITISH COLUMBIA,"Energy, Mines and Petroleum Resources","1,120,000"
ASSOCIATION FRANCOPHONE DE KAMLOOPS,Children and Family Development,"46,143"
ASSOCIATION OF BRITISH COLUMBIA MARINE INDUSTRIES,"Advanced Education, Skills and Training","180,000"
ASSOCIATION OF KOOTENAY AND BOUNDARY LOCAL GOVERNMENTS,Children and Family Development,"34,686"
ASSOCIATION OF NEIGHBOURHOOD HOUSES OF BRITISH COLUMBIA,Attorney General,"717,217"
ASSOCIATION OF NEIGHBOURHOOD HOUSES OF BRITISH COLUMBIA,Children and Family Development,"3,023,058"
ASSOCIATION OF NEIGHBOURHOOD HOUSES OF BRITISH COLUMBIA,"Tourism, Arts and Culture","14,200"
"ASTER, ROXANNE & ASTER, CYRIL",Children and Family Development,"25,256"
"ASTREN, JOAN M",Children and Family Development,"50,647"
ASTROLABE MUSIK THEATRE SOCIETY,"Tourism, Arts and Culture","30,000"
ATCHISON FISHING LTD.,Agriculture,"26,520"
"ATHENA DIAGNOSTICS, INC.",Health,"26,339"
"ATHWAL, KAMALJIT & DEOL, GURMEET",Children and Family Development,"571,452"
ATIRA PROPERTY MANAGEMENT INC.,Social Development and Poverty Reduction,"129,072"
ATIRA WOMEN'S RESOURCE SOCIETY,Attorney General,"75,000"
ATIRA WOMEN'S RESOURCE SOCIETY,Children and Family Development,"786,246"
ATIRA WOMEN'S RESOURCE SOCIETY,Public Safety and Solicitor General,"349,744"
ATIRA WOMEN'S RESOURCE SOCIETY,Social Development and Poverty Reduction,"180,756"
"ATKINSON, JOSHUA",Children and Family Development,"28,182"
ATLANTIA HOLDINGS INCORPORATED,"Advanced Education, Skills and Training","91,000"
"ATLEO, LORENA",Children and Family Development,"127,717"
"ATMAN, JONNE",Children and Family Development,"71,134"
ATWAL FARMS,Agriculture,"67,555"
"ATWOOD, SONJA",Children and Family Development,"41,732"
"AUBREY, KATE, DR",Children and Family Development,"62,113"
"AUDY, KATHY LOUISE & AUDY, DAVID WILLIAM",Children and Family Development,"58,514"
"AUHM, CHANTA",Children and Family Development,"27,089"
"AUMAR VENTURES, LTD.",Social Development and Poverty Reduction,"40,926"
AUNT LEAH'S INDEPENDENT LIFESKILLS SOCIETY,Attorney General,"65,000"
AUNT LEAH'S INDEPENDENT LIFESKILLS SOCIETY,Children and Family Development,"1,232,149"
"AUSTIN, SHARI & AUSTIN, DAVID",Children and Family Development,"26,899"
AUTISM COMMUNITY TRAINING SOCIETY,Children and Family Development,"28,545"
"AUTISM NAVIGATOR, LLC",Children and Family Development,"192,180"
AUTISM SOCIETY OF BRITISH COLUMBIA,Attorney General,"250,000"
AUTOMOTIVE RETAILERS ASSOCIATION,"Advanced Education, Skills and Training","87,359"
AUTUMN CHILDCARE CENTRE INC.,Children and Family Development,"77,697"
AVALANCHE CANADA,Attorney General,"329,070"
AVALANCHE CANADA,Public Safety and Solicitor General,"150,000"
AVALON RECOVERY SOCIETY,Attorney General,"38,000"
"AVERY, ELIZABETH ANNE & AVERY, RONALD",Children and Family Development,"52,278"
AVES EARLY EDUCATION INC.,Children and Family Development,"88,928"
AVI HEALTH & COMMUNITY SERVICES SOCIETY,Attorney General,"125,000"
AVI HEALTH & COMMUNITY SERVICES SOCIETY,Public Safety and Solicitor General,"5,111"
AVI HEALTH & COMMUNITY SERVICES SOCIETY,Social Development and Poverty Reduction,"9,678"
AVONLEA CARE CENTRE LTD.,Public Safety and Solicitor General,"53,257"
AVONLEA CARE CENTRE LTD.,Social Development and Poverty Reduction,"88,212"
AWC PROCESS SOLUTIONS LTD.,"Advanced Education, Skills and Training","25,733"
"AXE, JOSEPHINE & DAHLQUIST, DANA GUSTAF",Children and Family Development,"62,632"
"AXEN, AUDREY BERTHE",Children and Family Development,"92,255"
AXIS FAMILY RESOURCES LTD.,Children and Family Development,"17,194,231"
AXIS FAMILY RESOURCES LTD.,Public Safety and Solicitor General,"137,550"
AXIS FAMILY RESOURCES LTD.,Social Development and Poverty Reduction,"68,849"
AXIS THEATRE SOCIETY,Attorney General,"52,500"
AXIS THEATRE SOCIETY,"Tourism, Arts and Culture","105,250"
"AYALA, BLANCA TERESA",Children and Family Development,"85,074"
AYAS MEN MEN CHILD & FAMILY SERVICES,Children and Family Development,"3,677,651"
"AYERS, MICHELLE CORRINE & AYERS, JEREMY WARD",Children and Family Development,"42,555"
"AYMONT, NANCY LEA",Children and Family Development,"31,920"
AZIMUTH HEALTH PROGRAM MANAGEMENT LTD.,Social Development and Poverty Reduction,"101,321"
B & D MONTESSORI LEARNING ACADEMY,Education,"30,223"
B & D MONTESSORI LEARNING ACADEMY LTD.,Children and Family Development,"122,554"
B C AQUASONICS,Attorney General,"29,000"
B C BALL HOCKEY ASSOCIATION,Attorney General,"40,000"
B C FEDERATION OF LABOUR,"Advanced Education, Skills and Training","450,390"
B C JUNIOR A LACROSSE LEAGUE,Attorney General,"56,000"
B C LIONS ALUMNI ASSOCIATION FOUNDATION,Attorney General,"100,000"
B C ORIGINAL MINDS ASSOCIATION,Attorney General,"200,000"
B C POTATO & VEGETABLE GROWERS ASSOCIATION,Agriculture,"30,608"
B C SENIORS GAMES SOCIETY–ZONE 1,Attorney General,"45,000"
B C SENIORS GAMES SOCIETY–ZONE 8,Attorney General,"38,000"
B C SHELLFISH GROWERS ASSOCIATION–IAS COMMITTEE,Agriculture,"122,005"
B C SPECIAL OLYMPICS–ABBOTSFORD,Attorney General,"28,500"
B C SPECIAL OLYMPICS–BURNABY,Attorney General,"140,625"
B C STUDENT LOANS,"Advanced Education, Skills and Training","18,093"
B C STUDENT LOANS,Finance,"62,435"
B C TRANSIT,Children and Family Development,"197,689"
B C TRANSIT,Social Development and Poverty Reduction,"9,879,278"
B C TRANSIT,Transportation and Infrastructure,"136,005,183"
B C TREATY COMMISSION,Indigenous Relations and Reconciliation,"4,439,000"
B C WOOD SPECIALTIES GROUP,"Advanced Education, Skills and Training","131,320"
B C YOUTH SOCCER ASSOCIATION,Attorney General,"250,000"
B&K CHILDCARE INC.,Children and Family Development,"152,739"
B. C. ABORIGINAL CHILD CARE SOCIETY,Children and Family Development,"1,221,000"
B.C. ABORIGINAL NETWORK ON DISABILITY SOCIETY,Social Development and Poverty Reduction,"61,000"
B.C. AGRICULTURAL RESEARCH & DEVELOPMENT CORPORATION,Agriculture,"3,548,850"
B.C. AGRICULTURE COUNCIL,Agriculture,"60,656"
B.C. AMATEUR BASEBALL ASSOCIATION,Attorney General,"203,000"
B.C. ARTSCAPE SOCIETY,"Tourism, Arts and Culture","1,000,000"
B.C. ASSOCIATION OF ABORIGINAL FRIENDSHIP CENTRES,"Advanced Education, Skills and Training","891,425"
B.C. ASSOCIATION OF ABORIGINAL FRIENDSHIP CENTRES,Attorney General,"250,000"
B.C. ASSOCIATION OF ABORIGINAL FRIENDSHIP CENTRES,Children and Family Development,"631,819"
B.C. ASSOCIATION OF ABORIGINAL FRIENDSHIP CENTRES,Health,"1,533,400"
B.C. ASSOCIATION OF ABORIGINAL FRIENDSHIP CENTRES,Indigenous Relations and Reconciliation,"3,089,000"
B.C. ASSOCIATION OF ABORIGINAL FRIENDSHIP CENTRES,"Jobs, Trade and Technology","10,000"
B.C. ASSOCIATION OF ABORIGINAL FRIENDSHIP CENTRES,"Tourism, Arts and Culture","3,163,500"
B.C. ASSOCIATION OF FAMILY RESOURCE PROGRAMS,Attorney General,"15,600"
B.C. ASSOCIATION OF FAMILY RESOURCE PROGRAMS,Children and Family Development,"79,222"
B.C. ASSOCIATION OF FAMILY RESOURCE PROGRAMS,"Tourism, Arts and Culture","4,000"
B.C. ELDERS COMMUNICATION CENTER SOCIETY,Indigenous Relations and Reconciliation,"30,000"
B.C. FAMILY HEARING RESOURCE SOCIETY,Attorney General,"106,000"
B.C. FAMILY HEARING RESOURCE SOCIETY,Children and Family Development,"2,079,332"
B.C. FEDERATION OF FOSTER PARENT ASSOCIATIONS,Children and Family Development,"1,047,799"
B.C. FOOD PROCESSORS ASSOCIATION,Agriculture,"213,325"
B.C. FREEDOM OF INFORMATION AND PRIVACY ASSOCIATION,Officers of the Legislature,"2,496"
B.C. FREEDOM OF INFORMATION AND PRIVACY ASSOCIATION,Attorney General,"60,000"
B.C. HORSE RACING ADMINISTRATION LTD.,Attorney General,"2,158,296"
B.C. HOSPICE/PALLIATIVE CARE ASSOCIATION,Attorney General,"120,500"
B.C. INVESTMENT AGRICULTURE FOUNDATION,Agriculture,"3,970,474"
B.C. LIONS FOOTBALL CLUB INC.,"Tourism, Arts and Culture","100,000"
B.C. LUPUS SOCIETY,Attorney General,"50,000"
B.C. MEDEQUIP HOME HEALTH CARE LTD.,Children and Family Development,153
B.C. MEDEQUIP HOME HEALTH CARE LTD.,Public Safety and Solicitor General,990
B.C. MEDEQUIP HOME HEALTH CARE LTD.,Social Development and Poverty Reduction,"37,395"
B.C. PAVILION CORPORATION,"Tourism, Arts and Culture","23,983,140"
B.C. PRINCIPALS' & VICE–PRINCIPALS' ASSOCIATION,Education,"329,500"
B.C. RINGETTE ASSOCIATION,Attorney General,"49,900"
B.C. SENIORS GAMES SOCIETY,Attorney General,"107,200"
B.C. SENIORS GAMES SOCIETY,"Tourism, Arts and Culture","175,000"
B.D. MITCHELL PROSTHETIC & ORTHOTIC SERVICES LTD.,Children and Family Development,"3,685"
B.D. MITCHELL PROSTHETIC & ORTHOTIC SERVICES LTD.,Public Safety and Solicitor General,"7,757"
B.D. MITCHELL PROSTHETIC & ORTHOTIC SERVICES LTD.,Social Development and Poverty Reduction,"128,175"
B.J. HEALTH SERVICES LTD.,Children and Family Development,"63,660"
B.W.S.S: BATTERED WOMEN'S SUPPORT SERVICES ASSOCIATION,Attorney General,"60,000"
B.W.S.S: BATTERED WOMEN'S SUPPORT SERVICES ASSOCIATION,Public Safety and Solicitor General,"536,851"
"BABIJ, LISA D",Children and Family Development,"35,778"
"BABINEAU, LORENZO MITCHEL",Children and Family Development,"97,152"
BABY BEARS INFANT & TODDLER DAYCARE LTD.,Children and Family Development,"31,486"
BABY BUMBLE BEE DAY CARE LIMITED,Children and Family Development,"29,221"
BABY SET STORE LTD.,Children and Family Development,"70,267"
BABY STEPS CHILDCARE LTD.,Children and Family Development,"82,464"
"BABYACZUK, CELIA",Children and Family Development,"28,544"
BABYGOROUND HELPING FAMILIES SOCIETY,Attorney General,"36,000"
BACK IN MOTION REHAB INC.,"Advanced Education, Skills and Training","10,177"
BACK IN MOTION REHAB INC.,"Jobs, Trade and Technology","418,427"
BACK IN MOTION REHAB INC.,Social Development and Poverty Reduction,"27,169,959"
BACK ON TRACK RECOVERY,Social Development and Poverty Reduction,"625,363"
BADMINTON B.C.,Attorney General,"78,000"
"BAGGIO, KRISTIE & BAGGIO, MARK",Children and Family Development,"57,315"
"BAGHERI, SAHBA",Children and Family Development,"25,408"
"BAILEY, GLORIA & BAILEY, GARRY",Children and Family Development,"45,812"
"BAINES, SHERILEE HEIDI & BAINES, JAMES MALLORY",Children and Family Development,"29,004"
"BAINS, JASVIR K",Children and Family Development,"333,981"
"BAINS, SHARON",Children and Family Development,"25,233"
"BAIRD, KATHRYN & BAIRD, ROBERT ALLAN",Children and Family Development,"152,758"
"BAIRD, LISA IDA ROSE",Children and Family Development,"190,828"
BAKER CREEK ENHANCEMENT SOCIETY,Attorney General,"44,000"
BAKER CREEK ENHANCEMENT SOCIETY,Environment and Climate Change Strategy,"12,000"
"BAKER, AMANDA C E",Children and Family Development,"38,751"
"BAKER, ELAINE BERNICE",Children and Family Development,"32,539"
"BAKER, RACHEL EVETTE & BAKER, DENNIS DEREK",Children and Family Development,"26,565"
BAKERVIEW COMMUNITY CREMATORIUM & CELEBRATION CENTRE LTD.,Social Development and Poverty Reduction,"88,624"
BAKERVIEW GREENHOUSES INC.,Agriculture,"146,395"
"BAKKER, MARIE & BAKKER, SETH",Children and Family Development,"38,347"
"BAKKER, MONIQUE BEATRICE",Children and Family Development,"29,800"
"BAL, SUKHWANT KAUR",Children and Family Development,"67,196"
"BALDERSTON, TYLER JAMES",Children and Family Development,"326,265"
"BALDIVIA, MARIA",Children and Family Development,"42,616"
"BALENZANO, DOMINIC",Children and Family Development,"29,504"
"BALL, CAITLIN",Children and Family Development,"33,457"
"BALLARD, CYNTHIA CLUE",Children and Family Development,"65,064"
"BALLARD, KAREN ANNE",Children and Family Development,"47,451"
BALLET VICTORIA SOCIETY,Attorney General,"38,750"
BALLET VICTORIA SOCIETY,"Tourism, Arts and Culture","27,050"
BALTIC (GLENMORE) INC,Social Development and Poverty Reduction,"40,895"
BALTIC PROPERTIES (NICOLA) 2014 LTD.,Social Development and Poverty Reduction,"218,278"
"BALUYUT, RHODA BUNDA",Children and Family Development,"94,385"
"BAMFORD, BARBRA",Children and Family Development,"126,413"
"BANIGAN, JUSTINE",Children and Family Development,"42,824"
"BAO, JENNY KY TRAN",Children and Family Development,"79,538"
BARB'S PLACE FOR AUTISM SERVICES,Children and Family Development,"195,848"
BARB'S SECOND STAGE TRANSITIONAL HOUSING,Social Development and Poverty Reduction,"174,698"
"BARBOUR, JUSTIN LIVINGSTON & BARBOUR, TEBETH JO",Children and Family Development,"118,498"
"BARBOUR, SUSAN I",Children and Family Development,"32,189"
BARCLAY CARE HOME LTD.,Social Development and Poverty Reduction,"77,488"
BARD ON THE BEACH THEATRE SOCIETY,Attorney General,"52,000"
BARD ON THE BEACH THEATRE SOCIETY,"Tourism, Arts and Culture","64,000"
"BARGER, SHARLENE",Children and Family Development,"47,771"
